"","NumDiffGenes","Actual"
"1",11,136
"2",5,136
"3",146,136
"4",17,136
"5",69,136
"6",87,136
"7",1,136
"8",7,136
"9",1,136
"10",21,136
"11",8,136
"12",5,136
"13",1,136
"14",39,136
"15",653,136
"16",2,136
"17",1,136
"18",2,136
"19",11,136
"20",22,136
"21",1,136
"22",69,136
"23",1,136
"24",65,136
"25",136,136
"26",3,136
"27",9,136
"28",1,136
"29",5,136
"30",1,136
"31",1,136
"32",2,136
"33",60,136
"34",4,136
"35",0,136
"36",13,136
"37",3,136
"38",4,136
"39",9,136
"40",8,136
"41",95,136
"42",16,136
"43",4,136
"44",7,136
"45",14,136
"46",1,136
"47",10,136
"48",6,136
"49",65,136
"50",164,136
"51",8,136
"52",1,136
"53",0,136
"54",0,136
"55",3,136
"56",1,136
"57",6,136
"58",0,136
"59",0,136
"60",19,136
"61",1,136
"62",1,136
"63",0,136
"64",22,136
"65",0,136
"66",4,136
"67",91,136
"68",16,136
"69",6,136
"70",10,136
"71",21,136
"72",0,136
"73",4,136
"74",63,136
"75",8,136
"76",10,136
"77",0,136
"78",67,136
"79",5,136
"80",3,136
"81",63,136
"82",24,136
"83",4,136
"84",0,136
"85",7,136
"86",7,136
"87",3,136
"88",0,136
"89",13,136
"90",11,136
"91",10,136
"92",136,136
"93",1,136
"94",6,136
"95",5,136
"96",107,136
"97",2,136
"98",8,136
"99",13,136
"100",3,136
"101",3,136
"102",3,136
"103",0,136
"104",4,136
"105",0,136
"106",11,136
"107",3,136
"108",1,136
"109",4,136
"110",38,136
"111",3,136
"112",29,136
"113",0,136
"114",14,136
"115",8,136
"116",3,136
"117",0,136
"118",3,136
"119",9,136
"120",10,136
"121",32,136
"122",6,136
"123",6,136
"124",67,136
"125",2,136
"126",0,136
"127",2,136
"128",5,136
"129",11,136
"130",107,136
"131",399,136
"132",1,136
"133",146,136
"134",11,136
"135",2,136
"136",9,136
"137",4,136
"138",7,136
"139",69,136
"140",24,136
"141",49,136
"142",1,136
"143",2,136
"144",8,136
"145",13,136
"146",27,136
"147",2,136
"148",4,136
"149",6,136
"150",8,136
"151",14,136
"152",2494,136
"153",5,136
"154",63,136
"155",3,136
"156",4,136
"157",6,136
"158",63,136
"159",19,136
"160",8,136
"161",1,136
"162",3,136
"163",4,136
"164",3,136
"165",49,136
"166",3,136
"167",39,136
"168",0,136
"169",4,136
"170",0,136
"171",675,136
"172",9,136
"173",5,136
"174",0,136
"175",9,136
"176",136,136
"177",2,136
"178",10,136
"179",8,136
"180",1,136
"181",1,136
"182",0,136
"183",29,136
"184",9,136
"185",6,136
"186",1,136
"187",19,136
"188",2,136
"189",8,136
"190",0,136
"191",65,136
"192",1,136
"193",49,136
"194",11,136
"195",0,136
"196",0,136
"197",7,136
"198",6,136
"199",6,136
"200",10,136
"201",1,136
"202",5,136
"203",9,136
"204",2,136
"205",3,136
"206",87,136
"207",0,136
"208",5,136
"209",13,136
"210",11,136
"211",6,136
"212",2,136
"213",1,136
"214",164,136
"215",14,136
"216",7,136
"217",0,136
"218",1,136
"219",2,136
"220",15,136
"221",29,136
"222",0,136
"223",63,136
"224",1366,136
"225",5,136
"226",0,136
"227",5,136
"228",5,136
"229",4,136
"230",87,136
"231",4,136
"232",1,136
"233",1,136
"234",0,136
"235",14,136
"236",1,136
"237",6,136
"238",1,136
"239",11,136
"240",2,136
"241",2,136
"242",17,136
"243",18,136
"244",7,136
"245",1,136
"246",5,136
"247",1,136
"248",3,136
"249",0,136
"250",15,136
"251",653,136
"252",4,136
"253",1,136
"254",1,136
"255",6,136
"256",1,136
"257",8,136
"258",3,136
"259",1,136
"260",69,136
"261",0,136
"262",5,136
"263",56,136
"264",2,136
"265",14,136
"266",164,136
"267",11,136
"268",0,136
"269",18,136
"270",2,136
"271",653,136
"272",2,136
"273",0,136
"274",6,136
"275",4,136
"276",11,136
"277",9,136
"278",79,136
"279",3,136
"280",5,136
"281",3,136
"282",5,136
"283",14,136
"284",10,136
"285",7,136
"286",13,136
"287",10,136
"288",13,136
"289",5,136
"290",17,136
"291",3,136
"292",3,136
"293",69,136
"294",0,136
"295",3,136
"296",5,136
"297",0,136
"298",1,136
"299",0,136
"300",2,136
"301",1,136
"302",1,136
"303",6,136
"304",5,136
"305",3,136
"306",2494,136
"307",49,136
"308",65,136
"309",0,136
"310",2,136
"311",3,136
"312",5,136
"313",80,136
"314",596,136
"315",4,136
"316",0,136
"317",11,136
"318",1,136
"319",13,136
"320",7,136
"321",0,136
"322",6,136
"323",3,136
"324",4,136
"325",22,136
"326",21,136
"327",4,136
"328",1,136
"329",22,136
"330",1,136
"331",1,136
"332",1,136
"333",657,136
"334",24,136
"335",3,136
"336",29,136
"337",1,136
"338",29,136
"339",6,136
"340",1,136
"341",3,136
"342",101,136
"343",0,136
"344",2,136
"345",11,136
"346",0,136
"347",2,136
"348",1,136
"349",1,136
"350",8,136
"351",61,136
"352",7,136
"353",675,136
"354",5,136
"355",6,136
"356",7,136
"357",11,136
"358",0,136
"359",2,136
"360",1,136
"361",1,136
"362",38,136
"363",91,136
"364",1,136
"365",0,136
"366",4,136
"367",11,136
"368",7,136
"369",19,136
"370",91,136
"371",29,136
"372",4,136
"373",0,136
"374",0,136
"375",3,136
"376",3,136
"377",0,136
"378",0,136
"379",2,136
"380",25,136
"381",4,136
"382",5,136
"383",101,136
"384",1,136
"385",5,136
"386",7,136
"387",3,136
"388",136,136
"389",0,136
"390",91,136
"391",8,136
"392",3,136
"393",19,136
"394",0,136
"395",14,136
"396",141,136
"397",0,136
"398",4,136
"399",3,136
"400",14,136
"401",7,136
"402",6,136
"403",2494,136
"404",14,136
"405",1,136
"406",3,136
"407",13,136
"408",0,136
"409",7,136
"410",4,136
"411",5,136
"412",1,136
"413",0,136
"414",7,136
"415",1,136
"416",7,136
"417",80,136
"418",2,136
"419",39,136
"420",8,136
"421",1,136
"422",13,136
"423",107,136
"424",63,136
"425",8,136
"426",1,136
"427",13,136
"428",136,136
"429",8,136
"430",5,136
"431",13,136
"432",13,136
"433",1,136
"434",0,136
"435",14,136
"436",9,136
"437",4,136
"438",15,136
"439",19,136
"440",0,136
"441",1,136
"442",1,136
"443",39,136
"444",3,136
"445",1,136
"446",4,136
"447",19,136
"448",4,136
"449",4,136
"450",653,136
"451",1,136
"452",1,136
"453",5,136
"454",15,136
"455",107,136
"456",4,136
"457",1,136
"458",1,136
"459",8,136
"460",3,136
"461",0,136
"462",1,136
"463",2,136
"464",0,136
"465",3,136
"466",1,136
"467",29,136
"468",19,136
"469",10,136
"470",87,136
"471",9,136
"472",9,136
"473",0,136
"474",5,136
"475",16,136
"476",2,136
"477",5,136
"478",0,136
"479",67,136
"480",2,136
"481",2494,136
"482",4,136
"483",3,136
"484",1,136
"485",1,136
"486",11,136
"487",52,136
"488",10,136
"489",1,136
"490",4,136
"491",0,136
"492",0,136
"493",5,136
"494",4,136
"495",53,136
"496",0,136
"497",3,136
"498",6,136
"499",3,136
"500",21,136
"501",596,136
"502",14,136
"503",0,136
"504",146,136
"505",14,136
"506",1,136
"507",14,136
"508",13,136
"509",1366,136
"510",9,136
"511",21,136
"512",1,136
"513",0,136
"514",657,136
"515",3,136
"516",5,136
"517",1,136
"518",0,136
"519",1,136
"520",1,136
"521",1,136
"522",1,136
"523",14,136
"524",2,136
"525",0,136
"526",0,136
"527",77,136
"528",32,136
"529",77,136
"530",6,136
"531",10,136
"532",11,136
"533",1,136
"534",1,136
"535",2494,136
"536",39,136
"537",2,136
"538",4,136
"539",382,136
"540",8,136
"541",6,136
"542",2,136
"543",1,136
"544",0,136
"545",8,136
"546",141,136
"547",25,136
"548",5,136
"549",3,136
"550",49,136
"551",5,136
"552",2,136
"553",4,136
"554",2,136
"555",4,136
"556",9,136
"557",2494,136
"558",2,136
"559",4,136
"560",6,136
"561",49,136
"562",3,136
"563",596,136
"564",3,136
"565",2,136
"566",5,136
"567",5,136
"568",399,136
"569",0,136
"570",3,136
"571",3,136
"572",67,136
"573",1,136
"574",5,136
"575",1,136
"576",87,136
"577",1,136
"578",1,136
"579",9,136
"580",14,136
"581",49,136
"582",13,136
"583",13,136
"584",1,136
"585",4,136
"586",1,136
"587",101,136
"588",9,136
"589",2,136
"590",14,136
"591",1,136
"592",6,136
"593",1,136
"594",4,136
"595",1620,136
"596",4,136
"597",10,136
"598",1,136
"599",23,136
"600",4,136
"601",1,136
"602",2,136
"603",4,136
"604",2,136
"605",6,136
"606",1,136
"607",10,136
"608",8,136
"609",38,136
"610",4,136
"611",8,136
"612",7,136
"613",2,136
"614",2,136
"615",49,136
"616",6,136
"617",1,136
"618",156,136
"619",0,136
"620",3,136
"621",3,136
"622",4,136
"623",1,136
"624",6,136
"625",5,136
"626",3,136
"627",3,136
"628",136,136
"629",67,136
"630",80,136
"631",60,136
"632",13,136
"633",9,136
"634",0,136
"635",7,136
"636",2,136
"637",5,136
"638",3,136
"639",79,136
"640",69,136
"641",4,136
"642",1,136
"643",6,136
"644",107,136
"645",17,136
"646",25,136
"647",14,136
"648",2494,136
"649",146,136
"650",0,136
"651",7,136
"652",1,136
"653",1,136
"654",4,136
"655",8,136
"656",8,136
"657",675,136
"658",1,136
"659",10,136
"660",7,136
"661",1,136
"662",1,136
"663",118,136
"664",11,136
"665",1,136
"666",6,136
"667",1,136
"668",1,136
"669",6,136
"670",7,136
"671",3,136
"672",3,136
"673",22,136
"674",1,136
"675",7,136
"676",61,136
"677",15,136
"678",11,136
"679",4,136
"680",1,136
"681",91,136
"682",32,136
"683",146,136
"684",3,136
"685",1,136
"686",60,136
"687",4,136
"688",3,136
"689",7,136
"690",13,136
"691",2,136
"692",8,136
"693",6,136
"694",1,136
"695",11,136
"696",6,136
"697",5,136
"698",8,136
"699",8,136
"700",2,136
"701",10,136
"702",3,136
"703",156,136
"704",61,136
"705",32,136
"706",63,136
"707",3,136
"708",22,136
"709",17,136
"710",14,136
"711",16,136
"712",2494,136
"713",16,136
"714",7,136
"715",1,136
"716",4,136
"717",61,136
"718",1,136
"719",11,136
"720",107,136
"721",49,136
"722",2,136
"723",3,136
"724",4,136
"725",38,136
"726",0,136
"727",79,136
"728",118,136
"729",1,136
"730",5,136
"731",3,136
"732",0,136
"733",32,136
"734",63,136
"735",2494,136
"736",2,136
"737",1,136
"738",13,136
"739",9,136
"740",2,136
"741",4,136
"742",95,136
"743",1,136
"744",0,136
"745",6,136
"746",7,136
"747",0,136
"748",1,136
"749",0,136
"750",4,136
"751",1,136
"752",3,136
"753",11,136
"754",0,136
"755",2,136
"756",3,136
"757",11,136
"758",10,136
"759",10,136
"760",0,136
"761",1,136
"762",1,136
"763",2,136
"764",6,136
"765",10,136
"766",1,136
"767",8,136
"768",118,136
"769",4,136
"770",6,136
"771",3,136
"772",2,136
"773",1620,136
"774",3,136
"775",1,136
"776",6,136
"777",8,136
"778",4,136
"779",2,136
"780",60,136
"781",5,136
"782",399,136
"783",11,136
"784",11,136
"785",5,136
"786",0,136
"787",39,136
"788",95,136
"789",15,136
"790",3,136
"791",61,136
"792",3,136
"793",7,136
"794",382,136
"795",1,136
"796",95,136
"797",1,136
"798",1,136
"799",6,136
"800",0,136
"801",63,136
"802",1,136
"803",3,136
"804",1,136
"805",0,136
"806",4,136
"807",5,136
"808",14,136
"809",9,136
"810",0,136
"811",0,136
"812",7,136
"813",13,136
"814",5,136
"815",29,136
"816",62,136
"817",136,136
"818",156,136
"819",8,136
"820",8,136
"821",11,136
"822",6,136
"823",3,136
"824",22,136
"825",0,136
"826",5,136
"827",5,136
"828",653,136
"829",0,136
"830",3,136
"831",7,136
"832",10,136
"833",3,136
"834",10,136
"835",9,136
"836",10,136
"837",25,136
"838",7,136
"839",7,136
"840",8,136
"841",8,136
"842",4,136
"843",23,136
"844",11,136
"845",3,136
"846",21,136
"847",14,136
"848",91,136
"849",14,136
"850",6,136
"851",63,136
"852",1,136
"853",1,136
"854",2,136
"855",136,136
"856",2,136
"857",10,136
"858",3,136
"859",43,136
"860",11,136
"861",38,136
"862",1,136
"863",11,136
"864",11,136
"865",13,136
"866",3,136
"867",8,136
"868",13,136
"869",1,136
"870",101,136
"871",4,136
"872",10,136
"873",6,136
"874",4,136
"875",17,136
"876",0,136
"877",21,136
"878",8,136
"879",13,136
"880",2,136
"881",22,136
"882",79,136
"883",2,136
"884",10,136
"885",136,136
"886",49,136
"887",5,136
"888",2,136
"889",3,136
"890",39,136
"891",3,136
"892",23,136
"893",11,136
"894",1,136
"895",2,136
"896",1,136
"897",2,136
"898",0,136
"899",10,136
"900",0,136
"901",2,136
"902",52,136
"903",675,136
"904",15,136
"905",5,136
"906",56,136
"907",657,136
"908",15,136
"909",3,136
"910",11,136
"911",1,136
"912",11,136
"913",2,136
"914",1,136
"915",1,136
"916",2,136
"917",382,136
"918",2,136
"919",0,136
"920",4,136
"921",5,136
"922",675,136
"923",4,136
"924",8,136
"925",3,136
"926",7,136
"927",6,136
"928",10,136
"929",5,136
"930",0,136
"931",8,136
"932",7,136
"933",15,136
"934",6,136
"935",13,136
"936",3,136
"937",1,136
"938",91,136
"939",39,136
"940",3,136
"941",1,136
"942",6,136
"943",8,136
"944",1,136
"945",0,136
"946",5,136
"947",0,136
"948",24,136
"949",0,136
"950",3,136
"951",0,136
"952",14,136
"953",4,136
"954",136,136
"955",2,136
"956",10,136
"957",1,136
"958",3,136
"959",399,136
"960",1,136
"961",3,136
"962",0,136
"963",1,136
"964",1,136
"965",11,136
"966",10,136
"967",10,136
"968",10,136
"969",10,136
"970",9,136
"971",61,136
"972",3,136
"973",0,136
"974",3,136
"975",4,136
"976",1,136
"977",4,136
"978",91,136
"979",13,136
"980",31,136
"981",18,136
"982",0,136
"983",8,136
"984",11,136
"985",2,136
"986",1,136
"987",1,136
"988",5,136
"989",1,136
"990",3,136
"991",1,136
"992",3,136
"993",8,136
"994",53,136
"995",1,136
"996",3,136
"997",5,136
"998",675,136
"999",1,136
"1000",49,136
